#OTU ID	Bn27	Bn28	Bn31	Bn32	Bn35	Bn36	Bn63	Bn64	Bn67	Bn68	Bn71	Bn72
OTU400	5	8	6	7	0	0	6	13	2	12	0	0
OTU523	1	2	3	6	0	0	2	1	1	0	0	0
OTU319	4	11	8	11	0	0	19	8	11	6	0	0
OTU622	1	3	3	0	5	6	1	3	1	6	1	5
OTU1820	0	1	1	0	0	0	1	0	0	0	0	1
OTU1686	0	0	0	0	0	0	0	0	0	0	1	0
OTU458	2	2	5	7	10	4	2	7	2	1	1	3
OTU727	3	0	0	0	1	2	0	0	1	0	0	0
OTU156	2	0	29	0	49	0	0	0	0	0	0	0
OTU20	28	10	80	0	26	5	0	5	8	0	1	0
OTU591	2	3	7	2	0	0	7	1	1	4	0	0
OTU1977	4	3	1	3	0	1	2	5	8	3	1	0
OTU2147	6	3	8	2	8	4	1	0	1	0	1	2
OTU165	19	20	31	21	44	20	11	9	8	13	7	20
OTU1552	3	0	0	0	0	0	0	0	0	0	0	0
OTU333	9	14	26	30	33	16	10	25	17	17	4	11
OTU1334	0	0	0	0	0	0	0	1	0	0	0	0
OTU746	0	3	1	5	1	0	5	2	0	4	0	0
OTU1645	0	1	2	0	0	0	0	1	0	0	4	3
OTU544	0	0	2	2	3	6	0	0	0	1	3	7
OTU425	0	1	0	0	1	0	0	1	0	1	3	2
OTU237	6	4	6	6	1	4	12	16	6	12	3	1
OTU229	3	5	12	9	4	2	3	2	7	9	0	1
OTU1216	0	0	0	1	1	6	0	1	1	0	12	6
OTU1992	0	2	0	0	0	0	3	0	0	2	0	0
OTU895	0	0	0	2	1	1	0	0	0	0	0	2
OTU384	3	6	3	8	3	7	3	8	8	5	11	13
OTU1685	6	4	1	1	0	2	3	0	0	2	4	4
OTU1246	4	4	3	4	0	0	2	0	0	6	0	0
OTU159	27	28	10	24	11	31	22	22	9	19	39	33
OTU2059	0	0	0	0	0	0	0	0	0	0	0	2
OTU1991	9	7	1	1	3	8	9	2	0	3	3	2
OTU773	1	1	2	2	1	1	3	3	1	2	4	3
OTU961	0	0	0	2	0	0	0	0	0	0	0	0
OTU431	0	2	0	0	0	0	3	1	0	1	0	0
OTU284	6	6	2	9	1	3	1	3	3	5	2	0
