#OTU ID	Bn27	Bn28	Bn31	Bn32	Bn35	Bn36	Bn63	Bn64	Bn67	Bn68	Bn71	Bn72
OTU2140	3	4	2	1	1	4	1	2	2	1	0	3
OTU47	14	0	4	3	5	5	7	4	16	2	2	8
OTU1117	1	1	0	0	0	0	0	2	0	0	0	0
OTU1100	5	0	1	0	2	0	1	0	4	0	0	0
OTU1920	0	0	0	0	8	0	0	0	1	0	0	0
OTU648	3	0	2	1	4	0	0	2	0	2	0	0
OTU66	1	0	9	1	15	0	0	0	0	0	4	0
OTU269	11	4	7	4	8	2	8	4	8	2	5	6
OTU1881	0	0	2	0	1	2	0	0	0	0	3	1
OTU1080	4	4	2	1	3	2	0	0	0	2	6	0
OTU397	15	18	13	19	8	4	13	13	27	9	16	6
OTU352	6	1	2	1	3	1	4	0	0	4	2	0
OTU2001	5	2	5	4	0	2	4	3	5	0	2	1
OTU1428	1	2	0	6	1	0	3	0	0	0	1	0
OTU859	4	2	2	3	0	0	4	4	1	3	1	0
OTU1102	1	0	2	0	0	0	3	0	1	0	3	2
OTU440	0	14	13	8	0	0	4	1	7	5	0	0
OTU76	2	0	0	0	0	0	0	0	0	0	0	0
OTU129	0	0	1	0	4	0	0	0	1	0	0	0
OTU2208	0	0	0	0	1	0	0	0	0	0	0	0
OTU278	12	4	8	15	15	21	8	14	5	8	22	36
OTU1300	0	0	0	0	0	0	0	0	0	0	1	4
OTU1033	0	1	1	0	0	0	0	0	0	0	0	0
OTU97	0	56	0	0	0	0	0	0	0	0	2	0
OTU185	1	0	1	0	3	0	0	0	0	0	0	0
OTU38	2	2	0	0	3	0	0	0	0	0	0	0
OTU98	0	1	0	2	6	0	0	0	0	0	0	0
OTU1613	0	1	3	0	23	0	0	0	0	0	0	0
OTU25	15	1	2	0	11	0	37	0	3	0	0	0
OTU32	6	0	0	0	1	0	0	1	2	0	0	0
OTU154	14	0	1	0	0	0	0	0	0	0	0	0
OTU365	2	5	2	5	3	5	4	1	2	2	3	2
OTU874	0	0	0	0	1	2	0	0	0	0	4	1
OTU1856	0	0	0	0	1	0	0	0	0	0	0	0
OTU15	20	31	11	6	71	2	1	17	5	1	2	3
OTU29	14	0	72	0	86	0	5	0	56	0	1	0
OTU2065	1	0	0	0	5	0	0	0	0	0	0	0
OTU2022	3	1	0	0	13	0	0	3	3	0	4	1
OTU18	47	8	26	12	232	9	9	31	17	7	14	5
OTU960	0	1	0	0	0	0	0	0	0	0	0	0
OTU1219	0	0	1	0	0	0	0	0	0	0	0	0
OTU1169	0	0	0	1	0	0	1	0	0	0	0	0
OTU931	3	2	0	1	0	2	0	5	0	0	0	0
OTU1119	0	0	0	0	0	0	0	0	0	0	1	0
OTU1628	0	0	0	0	0	0	2	0	0	0	0	0
OTU1588	1	1	0	1	0	0	0	0	0	1	0	0
OTU1293	0	0	0	0	0	2	1	0	0	0	0	0
OTU146	7	0	0	0	0	0	0	0	0	0	0	0
OTU33	9	2	0	0	13	5	1	1	0	0	11	1
OTU2052	0	0	0	0	0	0	0	0	0	0	1	1
OTU1148	0	0	0	0	0	0	0	0	0	1	0	4
OTU1187	0	0	0	0	0	0	0	0	0	1	1	0
OTU1786	0	0	0	1	0	0	0	0	0	1	0	0
OTU1167	0	0	0	0	2	1	0	0	0	0	3	0
OTU1250	0	0	0	0	0	0	0	0	0	0	1	0
