#OTU ID	Bn25	Bn26	Bn29	Bn30	Bn33	Bn34	Bn61	Bn62	Bn65	Bn66	Bn69	Bn70
OTU276	0	12	0	13	0	5	0	53	0	66	0	32
OTU374	0	4	0	1	1	5	0	6	0	6	0	16
OTU174	0	3	0	2	0	1	0	35	0	25	0	6
OTU862	0	0	0	0	0	0	0	2	0	3	0	1
OTU957	0	0	0	0	0	0	0	0	0	0	0	2
OTU516	0	1	0	0	0	0	0	1	0	0	0	0
OTU1151	0	0	0	1	0	0	0	7	0	3	0	3
OTU1357	0	0	0	0	0	0	0	0	0	0	0	2
OTU1841	0	0	0	0	0	0	0	1	0	0	0	3
OTU639	0	0	0	1	0	2	0	5	0	2	0	3
OTU200	0	0	0	0	0	0	0	0	1	4	0	1
OTU499	0	0	0	0	0	0	0	1	0	0	0	0
OTU62	0	0	0	0	0	0	0	1	0	3	0	0
OTU55	0	0	0	0	0	0	0	0	0	2	0	0
OTU1367	0	0	0	0	0	0	0	0	0	1	0	0
OTU472	0	0	0	0	0	0	0	0	0	2	0	0
OTU160	0	0	0	0	0	0	0	0	0	1	0	3
OTU86	0	0	0	0	0	0	0	0	0	1	0	0
OTU214	0	0	0	0	2	0	0	0	0	0	0	1
OTU608	0	0	0	0	0	0	0	0	0	2	0	0
OTU116	0	0	0	0	0	0	0	4	0	0	0	0
OTU279	0	0	0	0	0	0	0	2	0	0	0	2
OTU837	0	0	2	0	0	0	0	4	0	0	0	0
OTU763	0	0	0	0	0	4	0	0	0	0	0	14
OTU42	0	18	0	16	0	31	0	198	0	269	0	79
OTU389	0	0	0	1	1	2	0	13	0	18	0	127
OTU1304	0	0	0	0	0	0	0	1	0	0	0	0
OTU536	0	0	0	0	0	1	0	6	0	4	0	4
OTU1109	0	0	0	0	0	0	0	1	0	4	0	2
OTU2197	0	0	0	0	0	0	2	2	0	3	0	1
OTU2132	0	0	0	0	0	2	0	2	0	1	0	0
OTU1579	0	0	0	0	0	0	0	0	1	0	0	0
OTU532	0	0	0	1	0	0	0	1	0	0	0	0
OTU1012	0	0	0	0	0	0	0	1	0	4	0	0
OTU207	1	1	3	0	7	0	15	3	16	6	6	1
OTU93	0	1	0	4	0	0	0	27	3	22	0	5
OTU104	0	1	0	1	0	3	0	9	0	6	0	1
OTU646	0	0	1	0	2	0	0	0	0	0	0	0
OTU344	0	0	0	0	0	0	0	0	0	3	0	0
OTU1174	20	11	0	8	16	12	5	41	7	63	12	14
OTU534	0	0	12	0	4	0	0	1	0	4	1	0
OTU7	360	26	326	25	957	21	1969	249	1207	365	1033	86
OTU56	67	3	12	1	47	0	119	10	48	15	67	0
OTU1409	0	1	0	0	0	0	0	0	0	0	0	0
OTU265	0	6	0	12	0	9	0	44	0	36	0	8
OTU723	0	39	0	29	0	30	0	14	0	39	0	52
OTU61	0	76	0	71	0	45	0	99	0	90	0	112
OTU875	0	1	0	0	0	0	0	1	0	1	0	1
OTU358	3	15	0	10	1	9	6	2	2	2	2	0
OTU950	0	0	0	1	1	0	7	0	6	0	7	0
OTU60	124	89	121	96	180	68	206	79	242	133	221	97
OTU2109	0	1	0	1	0	4	0	0	0	5	0	0
OTU1980	10	4	10	4	43	0	16	11	23	10	13	3
OTU718	3	7	3	4	10	4	5	35	13	9	0	5
OTU36	279	16	337	15	159	14	168	25	181	25	247	7
OTU87	21	1	13	0	54	0	94	5	91	5	73	12
OTU1948	0	0	0	0	0	0	0	0	0	0	0	4
OTU270	0	27	3	29	1	24	0	2	0	7	1	12
OTU1868	0	0	0	1	0	0	0	0	0	0	0	0
OTU11	54	117	43	130	21	126	37	33	23	85	34	54
OTU409	0	3	0	1	1	1	2	6	0	4	0	1
OTU49	177	55	52	43	33	58	46	1	35	7	139	1
OTU774	0	0	0	0	0	0	0	2	0	0	0	116
OTU949	0	13	0	11	2	5	0	20	0	31	0	5
OTU64	1	18	1	11	2	15	1	50	0	41	0	33
OTU1808	0	6	0	4	1	2	0	22	0	33	0	6
OTU90	3	29	12	39	20	32	24	158	8	201	15	207
OTU607	0	0	0	0	0	0	0	1	0	2	0	3
OTU959	0	0	0	0	0	1	0	15	0	18	0	0
OTU157	0	0	0	1	0	0	0	6	0	4	0	3
OTU92	11	0	4	0	31	0	11	8	4	10	13	5
OTU750	13	0	7	0	34	0	15	3	5	2	4	0
OTU314	0	0	0	1	0	0	0	2	0	7	0	0
OTU473	29	7	7	0	3	4	5	15	5	43	1	2
OTU388	12	0	3	0	0	0	8	3	4	30	15	8
OTU653	0	0	0	0	0	0	0	2	0	0	0	2
OTU1614	7	0	1	4	8	0	8	7	3	7	1	1
OTU393	0	0	1	0	0	0	0	9	0	8	0	0
OTU50	0	44	7	37	0	36	0	229	0	245	0	317
OTU188	0	0	0	1	0	0	0	2	0	0	0	2
OTU139	0	40	2	22	0	23	0	33	0	78	0	21
OTU209	0	0	0	1	0	0	0	5	0	8	0	0
OTU2150	0	0	0	1	0	0	0	0	0	0	0	0
OTU59	92	50	55	47	101	46	76	171	70	226	70	163
OTU1218	0	3	0	7	0	11	0	31	0	35	0	18
OTU217	0	9	0	2	0	2	5	15	1	30	0	5
OTU212	0	0	0	3	0	1	0	1	0	7	0	11
OTU445	0	15	0	9	0	4	0	18	0	25	0	23
OTU603	2	0	0	0	1	1	3	0	0	0	0	0
OTU195	0	0	0	4	0	1	0	1	0	3	0	4
OTU354	0	3	0	0	0	0	0	1	0	5	0	1
OTU852	0	0	0	2	0	0	0	2	0	6	0	22
OTU89	1	9	0	11	1	8	0	51	0	64	0	14
OTU855	0	5	1	1	22	1	0	4	2	8	2	2
OTU396	10	2	7	2	14	4	4	7	7	12	11	4
OTU150	0	5	0	1	0	6	0	27	0	40	0	0
OTU403	0	2	0	1	0	0	0	8	0	7	0	0
OTU905	0	0	1	1	9	0	0	5	0	15	0	3
OTU2178	0	0	1	0	0	2	0	0	0	0	0	0
OTU435	3	5	5	3	8	3	10	33	0	36	7	13
OTU638	0	0	0	0	0	0	0	3	0	0	0	0
OTU323	0	0	0	2	0	0	0	1	0	0	0	0
OTU421	0	16	0	4	1	10	0	28	0	25	0	12
OTU257	0	0	0	0	0	0	0	1	0	0	0	0
OTU1644	0	2	0	2	0	2	0	2	0	7	0	10
OTU91	0	6	0	6	2	2	0	21	0	16	0	26
OTU613	0	0	0	0	0	0	0	1	0	0	0	0
OTU668	0	0	0	0	0	0	0	0	0	2	0	0
OTU81	0	0	0	5	0	5	0	7	0	14	0	12
OTU1554	0	0	0	0	0	1	0	0	0	3	0	1
OTU553	0	1	0	4	0	2	0	0	0	2	0	9
OTU671	0	1	0	0	0	0	0	1	0	4	0	0
OTU1118	0	2	0	2	0	1	0	0	0	0	0	0
OTU337	0	0	0	0	0	0	0	0	0	0	0	4
OTU465	0	1	1	0	0	0	0	1	0	1	0	0
OTU675	0	1	0	2	0	0	0	1	0	0	0	0
OTU470	0	0	0	2	0	0	0	0	0	1	0	0
OTU2100	0	0	0	0	0	2	0	0	0	2	0	4
OTU512	0	2	0	0	0	1	0	10	0	8	0	1
OTU2020	0	0	0	0	0	0	0	0	0	2	0	0
OTU993	0	0	0	0	0	0	0	0	0	0	0	1
OTU1819	0	0	0	0	0	3	0	0	0	1	0	1
OTU1728	0	0	0	0	0	0	0	0	0	3	0	0
OTU819	0	2	0	7	0	1	0	5	0	8	0	4
OTU1743	0	2	0	1	0	2	0	9	0	0	0	3
OTU1453	0	0	0	0	0	0	0	1	0	2	0	0
OTU1910	0	1	0	0	0	0	0	6	0	3	0	1
OTU1157	0	0	0	1	0	0	0	2	0	1	0	1
OTU636	0	0	0	0	0	0	0	11	0	0	0	0
OTU517	0	0	0	1	0	0	0	0	0	0	0	0
OTU2114	0	0	0	0	0	0	0	1	0	0	0	0
OTU230	0	1	0	0	0	1	0	0	0	0	0	0
OTU456	0	0	0	0	0	0	0	0	0	1	0	0
OTU239	0	3	0	0	0	0	0	5	0	3	0	0
OTU1475	0	0	0	0	0	0	0	0	0	1	0	0
OTU247	0	0	0	0	0	0	0	0	0	2	0	0
OTU772	0	2	0	1	0	2	0	5	0	9	0	15
OTU621	0	0	0	3	0	0	0	0	0	0	0	0
OTU745	0	0	0	1	1	0	0	2	0	0	0	1
OTU724	0	0	0	0	0	0	0	0	0	1	0	0
OTU1623	0	0	0	0	0	0	0	1	0	0	0	0
OTU1402	0	0	0	0	0	0	0	1	0	0	0	0
OTU549	0	0	0	0	0	0	0	0	0	0	0	1
OTU1429	0	0	0	0	0	0	0	1	0	0	0	0
OTU924	0	0	0	0	0	0	0	0	0	0	0	1
OTU592	0	0	0	0	0	0	0	2	0	0	0	0
OTU490	0	0	0	0	0	1	0	0	0	0	0	0
OTU652	0	0	0	0	0	0	0	0	0	0	0	2
OTU1858	0	0	0	0	0	0	0	1	0	0	0	0
OTU350	0	0	0	0	0	2	0	3	0	2	0	0
OTU565	0	0	0	0	0	0	0	2	0	0	0	0
OTU1444	0	0	0	0	0	0	0	0	0	0	0	2
OTU1912	0	0	0	0	0	0	0	0	0	0	0	3
OTU815	0	1	0	0	0	1	0	0	0	0	0	0
OTU1194	0	0	0	0	0	1	0	0	0	0	0	0
OTU446	0	1	0	0	0	0	0	1	0	4	0	0
OTU391	0	0	0	0	0	0	0	1	0	0	0	0
OTU1598	0	0	0	0	0	0	0	3	0	0	0	0
OTU1995	0	0	0	0	0	0	0	1	0	0	0	0
OTU447	0	1	0	1	0	1	0	1	0	4	0	0
OTU168	0	0	0	0	0	0	0	0	0	2	0	0
OTU486	0	0	0	0	0	0	0	0	0	1	0	0
OTU2018	0	0	0	0	0	0	0	0	0	2	0	1
OTU686	0	0	0	0	0	0	2	0	0	0	0	0
OTU427	0	2	0	0	0	0	0	1	0	0	0	0
OTU555	0	0	0	0	0	0	0	0	0	5	0	0
OTU448	0	0	0	0	0	0	0	2	0	3	0	0
OTU330	0	0	0	0	0	0	0	2	0	0	0	0
OTU224	0	0	0	0	0	0	0	1	0	1	0	0
OTU202	0	0	0	0	0	1	0	3	0	0	0	1
OTU258	0	0	0	0	0	0	0	1	0	0	0	0
OTU115	0	0	0	0	0	0	0	3	0	4	0	0
OTU208	0	0	0	0	0	0	0	5	0	0	0	0
OTU134	0	0	0	0	0	0	0	1	0	0	0	0
OTU1328	0	0	0	0	0	0	0	2	0	0	0	0
OTU422	0	0	0	0	0	0	0	1	0	5	0	2
